manual,pagina,arquivo_imagem,texto_extraido
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,104,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_104.png,"Procedimento para
montagem em campo

Instalagao do eixo dianteiro
No. 0300

Descrigao da operagao:
Instale o eixo dianteiro.

2
Torque de aperto: 4510 a 5490 Nm
(460 a 560 kgm)

*Antes da instalagao, limpe a face de
contato do suporte de montagem, a
parte inferior do eixo (face de contato
da arruela) e os furos dos parafusos.

(Atengao) Aplique né de estrangulamento.
Ice de forma que a superficie do suporte do eixo fique

na horizontal. ,
(Peso de igamento: 16.540 kg)

1. Remova (2) a (5) instalados temporariamente no patim do eixo.

2. Antes de instalar o conjunto do eixo dianteiro (1), limpe a
superficie de contato.

3. Posicione as ferramentas de igamento no conjunto do eixo
dianteiro (1) conforme mostrado na figura a esquerda e
amarre-o.

4. Instale o conjunto do eixo dianteiro (1).

5. Apos a instalacao, retoque as marcas de igamento.

No. da pega | Denominagao da pega | Qtde. | Condigao (numero da lista de pegas)
CONJ. EIXO . .
(1) | DIANTEIRO 1 | Envio da unidade (No. W12-6-0100)
(2) | 42c-46-17221_| PARAFUSO 16 | Envio da unidade (No. W12-6-0100)
(3) | 42C-46-12370 | PLACA 8 | Envio da unidade (No. W12-6-0100)
(4) | 01643-34512 | ARRUELA 32__| Envio da unidade (No. W12-6-0100)
(5) | 01580-04536 | PORCA 16 | Envio da unidade (No. W12-6-0100)
Precaucgées Ferramentas especiais Equipamento utilizado
1. Limpe as faces de montagem do eixo e do Modelo Qtde. Modelo Unidades
chassi para eliminar materiais estranhos antes | Chave de impacto 41 | Guindaste: 50t 1
da instalagao.
. Soquete: 70 mm 1
2. Mantenha a face de montagem do lado do eixo ———
Chave hidraulica 1

paralela a face de montagem do eixo do lado
do chassi.

Informagées adicionais

64
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,105,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_105.png,"Procedimento para

montagem em campo Instalagao do conjunto de rodae pneu
No. 0310 dianteiro

Instalagao do conjunto de roda_ e pneu
1. Antes da instalagao, remova a graxa do prisioneiro.

2. Amarre o pneu com o guindaste, instale-o no eixo e instale a porca.
(Tome cuidado para nao danificar o tubo de injegao de ar do pneu.)

3. Instale temporariamente a porca de fixagao do pneu com uma chave de impacto.
(Um balanceador para segurar a chave de impacto é util devido a posigao elevada de trabalho e a quantidade de
porcas a serem apertadas.)

4. Aperte a porca com o torque especificado usando um torquimetro.

5. Calce as rodas e remova os blocos de madeira sob 0 corpo da maquina.

Caracteristicas de
seguran¢a
No. da pega Denominagao da pega Qtde. | Condigao (numero da lista de pecas)
(1) | 42C-30-11020 Conjunto de roda e pneu 2 Envio da unidade (No. W12-6-0310)
(2) | 42C-22-12930 | PORCA 122 | Envio da unidade (No. W12-6-0310)
(3) | 01643-33080 | ARRUELA 122 | Envio da unidade (No. W12-6-0310)
Ponto de instalagao: 1. Antes de instalar 0 conjunto de aro e pneu, verifique se a altura do centro do eixo

até a superficie do solo 6 de 1900 mm ou mais. _ Torque de aperto: 1470 a 1813 Nm

2. Utilize dois guindastes para o conjunto de aro e pneu. Apos instalar de (150 a 185 kgm)
um lado, mantenha o primeiro guindaste em estado de amarracgao e
ajuste a inclinagao do eixo devido ao peso proprio do pneu para a
operagao. (* Com medidas contra oscilagdes horizontais do eixo) es

a

3. Ao amarrar o conjunto de aro e pneu, amarre-o de modo que a face de
montagem no eixo fique 0 mais paralelo possivel. a

y
9

(Gs j all
Icar com cintas de nailon

sem fim de 5 toneladas

(2 pecas)
Prepare calcos de (con rreto) (Errado)
madeira para calgar o
pneu 300 x 300 x
L900: 4 pecas
Precaugdes Ferramentas especiais Equipamento utilizado

65

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,106,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_106.png,". Ao amarrar o conjunto do pneu, mantenha-o
paralelo para que n@o incline. (A instalagao no
eixo nao pode ser feita se as rodas estiverem
travadas.)

Se a pressao do ar do pneu for ajustada em
campo, descarregue gradualmente e verifique a
pressao. (O reenchimento é dificil se muito ar for
descarregado.)

Certifique-se de que nao haja tinta ou material
estranho na face de montagem da porca do
cubo das rodas.

Modelo Qtde. Modelo

Unidades

Chave de impacto

Guindaste: 50 t

2

Torquimetro

Soquete: 46 mm

Cinta de nylon

(5 t X L8000)

Informagées adicionais

Procedimento para
montagem em campo

Instalagao
No. 0320

do_ farolde

trabalho dianteiro

66

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,107,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_107.png,"Descric¢ao da operacao:

Conecte o chicote ao qual o farol de trabalho dianteiro esta instalado.

DIANT.

Conecte: CN F12

Conecte: CN F11

Farol de trab. do chassi diant. esquerdo

Farol de trab. do chassi diant. direito Vista Y
No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)
CONJUNTO DO FAROL
(1) 22B-06-1169A DE TRABALHO 2 Envio da unidade (No. W12-6-0320)
(2) 01024-D1230 PARAFUSO, SEMS. 4 Instalado temporariamente no chassi dianterio
Precaugdes Ferramentas especiais Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

67

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,108,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_108.png,"Informag6es adicionais

Procedimento para

montagem em campo Instalagao do farolde trabalho dianteiro

No. 0325

(especificagao PDI)

Descric¢ao da operacao:

Conecte o chicote ao qual o farol de trabalho dianteiro esta instalado.

Conecte: CN F12 g
Farol de trab. do chassi diant. esquerdo

Farol de trab. do chassi diant. direito| 9OLVWk

No. da pega

Denominagao da pega Qtde. Condigao (numero da lista de pegas)

CONJUNTO DO FAROL.

(1) | 21T-06-3398A | De TRABALHO 2 | Envio da unidade (No. W12-6-0320)
(2) 01024-D1230 PARAFUSO, SEMS. 4 Instalado temporariamente no chassi dianterio
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

68

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,109,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_109.png,"Informagées adicionais

Procedimento para
montagem em campo

No. 0330

Conexaodo sensor de
eixo dianteiro

velocidade

do

69

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,110,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_110.png,"Descric¢ao da operacao:
Conecte o sensor de velocidade do eixo dianteiro.

Eixo dianteiro

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

70

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,111,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_111.png,"Informag6es adicionais

Procedimento para

montagem em campo Conexao do eixode _ transmissao _ dianteiro

(entre o  eixodianteiroe o  suporte
No. 0350 central)

Secdo A-A

1. Antes de instalar o eixo de transmissao, limpe a face de montagem.

Suporte te ¢éntral

[ @ [Caracteristicas de seguranca

Torque de aperto: 343 a 426 Nm
35a 43,5 kgm
(2) ( gm)

Aplicar LT-2 2 LD

Eixo détransmissao
dianteiro

\ Eixo ie
Eixo de transmissao dianteiro —_diahteiro-”

(1)
Colocar a extremidade maior
do lado do eixo dianteiro

Ponto

1. A superficie de montagem deve estar livre de ferrugem, material estranho
ou amassado.

2. Inserir 4 parafusos temporariamente e aperté-los até que a superficie de
assentamento esteja firmemente em contato. . .
3. Apertar os parafusos na ordem diagonal pelo menos duas vezes. 8 locais marcados por:
4. Reapertar com o torque especificado. Torque de aperto:

5. Inspecionar visualmente a superficie de assentamento e marcar 245a309Nm

com uma caneta de feltro branca. (25.a31,5 kgm)

50 198 50

Denominagao da
pega

Condigao (numero da lista de
pegas)
Instalado temporariamente no.
suporte central

Instalado temporariamente no
eixo dianteiro

Qtde. |

01050-61895 | PARAFUSO

Descricao da operacgao:

Reinstale a protegao do eixo de transmissao ao qual o eixo de
transmissao dianteiro esta conectado (entre o eixo dianteiro e
o suporte central).

2. Instale o eixo de transmissao no eixo dianteiro.
(Ao instalar o eixo de transmissao, tenha atengao a diregao.
Alinhe a diregao do niple de graxa da parte do spider de cada um
dos eixos de transmissao dianteiro, central e traseiro.)

1843 Ajuste a folga para
yequilibrarqepes@ss

3. Aplique graxa (graxa de dissulfeto de molibdénio) no engraxador do suporte do eixo e no eixo de transmissao.

4. Reinstale a protegao do eixo de transmissao. (Veja a segao transversal A-A.)

Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Chave de impacto 1 Guindaste: 50 t 1

71
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,112,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_112.png,"Torquimetro 1

Soquete: 27 mm 1

Cinta de nylon

(W50 X L3000) 1

Informagées adicionais

Procedimento para
montagem em campo

No. 0360

Instalagao
(entre

do eixode transmissao-_ central
Oo  suporte central e a
transmissao)

72

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,113,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_113.png,"[i [caracteristicas de seguranca
Torque de aperto: 343 a 427 Nm
(35,0 a 43,5 kgm)

Aplicar LT-2

1 |Caracteristicas de seguranga
Torque de aperto: 343 a 427 Nm
(35,0 a 43,5 kgm)

Aplicar LT-2

sean
cent

Pas

AY
a | Direcionar os pontos de\

ot es Ny lubrificagao de graxa nas
or partes frontal e traseira
na mesma diregao

Precaugdes

Contetido da operagao:
Instale o eixo de transmissao central.
(entre o suporte central e a transmissao)

1. Remova (2) e (3) instalados temporariamente no
chassi traseiro.

2. Instale o eixo de transmissao (1) conforme mostrado
na figura.

(Ao instalar o eixo de transmissao, tenha atengao a
diregao.)

Unidade de envio (N° W12-6-0360)

Instalado temporariamente no gardo
da transmissao

(2)

—~Trdrismissio

| Transfer
:

Direcionar os pontos de
lubrificagéo de graxa nas
partes frontal e traseira
na mesma direcao

Ponto

1 A superficie de montagem deve estar livre de ferrugem, material
estranho ou amassado.

2. Inserir 4 parafusos temporariamente e apertd-los até que a
superficie de assentamento esteja firmemente em contato.

Apertar os parafusos na ordem diagonal pelo menos duas vezes.

Reapertar com o torque especificado.
Inspecionar visualmente a superficie de assentamento e marcar
com uma caneta de feltro branca.

Limpe cuidadosamente a face de instalagao do

eixo de transmissao para elim
estranhos.

Apos 0 trabalho, aplique tinta

evitar a oxidagao dos parafusos pretos.

Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

nar materials Chave de impacto 1 Guindaste: 50 t 1

Torquimetro 1
de retoque para

Soquete: 27 mm 1

Cinta de nylon

(W50 X L3000) 1

73
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,114,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_114.png,"Informag6es adicionais

Procedimento para
montagem em campo

Instalagao do eixode transmissao traseiro

(entre a transmissao e o0-— eixo
No. 0370 traseiro)

Descricao da operagao:
Instale o eixo de transmissao traseiro.
(entre a transmission e 0 eixo traseiro)

Chassi traseiro

il he

@ |Caracteristicas de seguranga id
Denominagao Condigao (numero da lista
(2) Torque de aperto: 343 a ie Nm ; No. da pega da peca . de pecas)

(35 a/ “al \ EIXO DE F i
\\ )) (1) |42c-20-14213_ | TRANSMISSAO Oe enaee
®) ))) TRASEIRO (No. W12-6-0370)

nds Instalado
temporariamente no
Eixo traseiro (2) |01050-61895 | PARAFUSO garfo do eixo traseiro/
transmissao

( ) Usando cinta de nylon (50 x 5000) e guindaste, icgar o eixo de transmissao da
plataforma do lado direito através do centro do chassi, ajustar sua posi¢ao e instalar.

“ Ao instalar, direcione o lado macho para a frente (transmissao)

Ponto

o [La 1. A superficie de montagem deve estar livre de ferrugem, material estranho ou amassado. 2.
Inserir 4 parafusos temporariamente e aperta-los até que a superficie de assentamento

esteja bem ajustada.

a 3. Apertar os parafusos em ordem diagonal pelo menos 2 vezes.
4. Apertar novamente com o torque especificado.
fe Lo 5. Inspecionar visualmente a superficie de assentamento e aplicar uma marca de
19, verificagdousando uma caneta de feltro branca.

1. Antes de instalar o eixo de transmissao (1), limpe a face de montagem.
2. Instale o eixo de transmissao (1).

3. Aplique graxa (graxa de dissulfeto de molibdénio) no engraxador do suporte do eixo e do eixo de transmissao.

Precaugdes Ferramentas especiais Equipamento utilizado

74
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,115,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_115.png,"Antes de instalar o eixo traseiro no chassi traseiro, Modelo Qtde. Modelo Unidades

instale o eixo de transmiss@o traseiro no eixo 7 7 ,

traseiro para facilitar o trabalho. Chave de impacto 1 Guindaste: 50 t 1
Torquimetro 1
Soquete: 27 mm 1
Cinta de nylon
(W50 X L3000) 1
Informagées adicionais

Procedimento para
montagememcampe | Procedimento de _ instalagao da_protegao do

No. 0380

tremde_ forcga

15

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,116,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_116.png,"Procedimento de

instalagao da protegao do trem de forga

1. Fixe o suporte (6) no conjunto da protegao traseira
(1) com os parafusos (7) e instale-o nos
parafusos

(2) e arruelas (3).

2. Apos instalar o conjunto da protegao
traseira (1), remova o suporte (6) e os
parafusos (7), e instale os parafusos (4) e
arruelas (5).

76

No. da pega Denominagao da peca Qtde. Condigao (numero da lista de pecas)
CONJUNTO DA PROTEGAO . | .
(1) | 42C-971-141A | tTRaseIRA 1 Instalado temporariamente no chassi traseiro
(2) | 01010-82070 PARAFUSO. 8 Instalado temporariamente no chassi traseiro
(3) | 01643-32060 ARRUELA 8 Instalado temporariamente no chassi traseiro
(4) | 01010-81220 PARAFUSO. 4 Instalado temporariamente no chassi traseiro
(5) | 01643-31232 ARRUELA 4 Instalado temporariamente no chassi traseiro
(6) | 42C-971-1990 | SUPORTE 2 Envio da unidade (No. W12-6-0380)
(7) | 01435-01230 PARAFUSO. 4 Envio da unidade (No. W12-6-0380)
Bloco de alavanca
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,117,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_117.png,"Informagées adicionais

77

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,118,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_118.png,"Instrugao de montagem

em campo

No.0385

Protetor inferior da _ transmissao

1.Instale o protetor inferior.

peca

42C-971-1111XC PROTETOR Fornecimento avulso ( (No.W12-6-
0385)
- 01010-82070 PARAFUSO Instalado no chassi traseiro

| @] 01643-32060 ARRUELA | & | Instalado no chassi traseiro

Precaugées Ferramentas especiais Equipamento a ser utilizado

Chave de impacto || Hand lifter
a i

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,119,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_119.png,"Informagées adicionais

6XM65:Protegao do trem de forga

60-1
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,120,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_120.png,
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,121,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_121.png,"Procedimento para

montagem em campo Reinstalagao da_ protegao do_ eixo de

No. 0390 transmissao _ traseiro

Descrigao da operagao:
Reinstale a protegao do eixo de transmissao traseiro.

No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)
(1) | 42C-46-14430 PLACA 1 Instalado temporariamente no chassi traseiro
(2) | 01010-81690 PARAFUSO 8 Instalado temporariamente no chassi traseiro
(3) | 01643-31645. ARRUELA 16 | Instalado temporariamente no chassi traseiro
(4) | 01580-11613 PORCA 8 Instalado temporariamente no chassi traseiro

Torque de aperto: 245 a 309 Nm
| (25 a 31.5 kgm)

Ajuste a folga parao
RiKG He transwnisseo S

Vista Z: Vista traseira da maquina

Precaugdes Ferramentas especiais Equipamento utilizado

Modelo Qtde. Modelo Unidades

61
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,122,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_122.png,"Informagées adicionais

Procedimento para
montagem em campo

No. 0400

Conexao das tubulagdoes

(1)

62

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,123,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_123.png,"a Para as tubulagdes (1) a (9), conecte as mangueiras. (Execute as etapas de 1a

10 para 1 mangueira de cada vez ou simultaneamente para todas as 9
mangueiras.)

1. Remova a tampa de vedagao da tubulagao.

2. Verifique se nao ha materiais estranhos.

3. Verifique se 0 anel O n@o esta danificado.

4. Conecte a mangueira. (O torque de aperto do parafuso é conforme KES
04.1232 [chave de impacto].)

DOXJDUHV

UOXJDUHV

Direcdo

Diregao

Comutador

Comutador
Carregadeira
Carregadeira

Retorno da diregdo
Retorno da carregadeira
Retorno da carregadeira

No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)
(1) | 07371-51470 FLANGE 20 | Instalado temporariamente no corpo da maquina
(2) | 01010-81455 PARAFUSO. 40 | Instalado temporariamente no corpo da maquina
(3) | 01643-31445 ARRUELA 40 | Instalado temporariamente no corpo da maquina
(4) | 07371-32076 FLANGE 2 Instalado temporariamente no corpo da maquina
(5) | 07372-21240 PARAFUSO. 4 Instalado temporariamente no corpo da maquina
(6) | 01643-51232 ARRUELA 4 Instalado temporariamente no corpo da maquina
(7) | 07371-12484 FLANGE 4 Instalado temporariamente no corpo da maquina
(8) | 07372-21240 PARAFUSO. 8 Instalado temporariamente no corpo da maquina
(9) | 01643-31232 ARRUELA 8 Instalado temporariamente no corpo da maquina
Precaugdes Ferramentas especiais Equipamento utilizado

1. Apds conectar a tubulacao, remova qualquer
dleo depositado nas superficies de contato dos
flanges.

2. Mantenha o espago entre as flanges. (Sem
interferéncia.)

Modelo Qtde. Modelo Unidades
Chave de impacto 1
Soquete (19 mm and 22 | Cada
mm) 1

63

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,124,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_124.png,"Informag6es adicionais

Procedimento para

montagem em campo | COnexao das tubulagoes

tipo de embalage
No. 0405 P 9

(1)-1 (especificagao do
para transporte

m

terrestre)

a Para as tubulagdes de (1) a (9), conecte as mangueiras. (Execute as etapas de 1a4

para 1 mangueira de cada vez, em vez de simultaneamente para todas as 9
mangueiras.)

1. Remova a tampa de vedagao da tubulagao.
2. Verifique se nao ha materiais estranhos.
3. Verifique se o anel O nao esta danificado.

4. Conecte a mangueira. (O torque de aperto do parafuso é conforme KES
04.123.2 [chave de impacto].)

No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pecas)
(1) 42C-62-1186A | MANGUEIRA (A) 6 Envio da unidade (No. W12-6-0405)
(2) 42C-62-1276A | MANGUEIRA (B) 1 Envio da unidade (No. W12-6-0405)
(3) 42C-62-1441A | MANGUEIRA (C) 2 Envio da unidade (No. W12-6-0405)

(1) Diregao

(2) Diregdo

(3) Comutador

(4) Comutador

(5) Carregadeira

(6) Carregadeira

(7) Retorno da direc3o

(8) Retorno da carregadeira
(9) Retorno da carregadeira

64

(Sem interferéncia) mm)

Precaugdes Ferramentas especiais Equipamento utilizado
1. Apos conectar a tubulagao, remova Modelo Qtde. Modelo Unidades
completamente qualquer dleo depositado na x
petiferia. Chave de impacto 1
2. Mantenha o espa¢o entre os flanges uniforme. Soquete (19 mm and 22| Cada

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,125,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_125.png,"Informag6es adicionais
Céd. de vendas: 7XC40 (tipo de embalagem para transporte
terrestre)

Procedimento para
montagem em campo

No. 0406

Conexao das tubulagoes (1)-2 (especificagao do
tipo de embalagem para transporte
terrestre)

65

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,126,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_126.png,"Descricao da operagao: Conserte a tubulagao.

No. da pega
42C-62-11490
42C-62-11391
42C-62-11380
42C-62-11410
01011-81660

01643-31645
01596-01615
04245-4167A
01643-31645
01582-11613

Denominagao da peca | Qtde. Condigao (numero da lista de pegas)

[suporTe |_| Envio da unidade (No.W12-6.0406)
[pLaca | tJ Envio da unidade (No.W12-6-0406)
[BRAGADEIRA | 2 | Envio da unidade (No. W12-6.0406)
[ARRUELA | 8 Enviodaunidade (No.W12-6-0406)
|CONJUNTO DAHASTE 1] 1 _[Envio da unidade(No.W12-6-0406) |
[PoRcA sds | Instalado temporariamente no conjunto da haste (8)

(10) (9) (10)(9)

(7) Torque de aperto: 235 a 285 Nm
(23.5 a 29.5 kgm)

Precaugées Ferramentas especiais Equipamento utilizado

66

Modelo Qtde.

Modelo

Unidades

"
